,Actions0,Actions1,Actions2,Actions3,Actions4,Actions5
986,0,2,2,2,0,0
987,0,2,2,2,0,0
988,0,2,2,2,0,0
989,0,2,2,2,0,0
990,0,2,2,2,0,0
991,0,2,2,2,0,0
992,0,2,2,2,0,0
993,2,2,1,2,1,1
994,0,2,2,2,0,0
995,0,2,2,2,0,0
996,0,2,2,2,0,0
997,0,2,2,2,0,0
998,0,2,2,2,0,0
999,0,2,2,2,0,0
1000,0,2,2,2,0,0
1001,2,2,1,2,1,1
1002,2,2,1,2,1,1
1003,0,2,2,2,0,0
1004,0,2,2,2,0,0
1005,0,2,2,2,0,0
1006,0,2,2,2,0,0
1007,0,2,2,2,0,0
1008,0,2,2,2,0,0
1009,0,2,2,2,0,0
1010,0,2,2,2,0,0
1011,0,2,2,2,0,0
1012,0,2,2,2,0,0
1013,0,2,2,2,0,0
1014,0,2,2,2,0,0
1015,0,2,2,2,0,0
1016,0,2,2,2,0,0
1017,0,2,2,2,0,0
1018,0,2,2,2,0,0
1019,0,2,2,2,0,0
1020,0,2,2,2,0,0
1021,0,2,2,2,0,0
1022,0,2,2,2,0,0
1023,0,2,2,2,0,0
1024,0,2,2,2,0,0
1025,0,2,2,2,0,0
1026,0,2,2,2,0,0
1027,0,2,2,2,0,0
1028,0,2,2,2,0,0
1029,0,2,2,2,0,0
1030,0,2,2,2,0,0
1031,0,2,2,2,0,0
1032,1,0,1,1,2,2
1033,0,2,2,2,0,0
1034,0,2,2,2,0,0
1035,0,2,2,2,0,0
1036,0,2,2,2,0,0
1037,0,2,2,2,0,0
1038,0,2,2,2,0,0
1039,0,2,2,2,0,0
1040,0,2,2,2,0,0
1041,0,2,2,2,0,0
1042,0,2,2,2,0,0
1043,0,2,2,2,0,0
1044,0,2,2,2,0,0
1045,0,2,2,2,0,0
1046,0,2,2,2,0,0
1047,0,2,2,2,0,0
1048,0,2,2,2,0,0
1049,0,2,2,2,0,0
1050,0,2,2,2,0,0
1051,0,2,2,2,0,0
1052,0,2,2,2,0,0
1053,0,2,2,2,0,0
1054,0,2,2,2,0,0
1055,0,2,2,2,0,0
1056,0,2,2,2,0,0
1057,0,2,2,2,0,0
1058,0,2,2,2,0,0
1059,0,2,2,2,0,0
1060,0,2,2,2,0,0
1061,0,2,2,2,0,0
1062,0,2,2,2,0,0
1063,2,2,1,2,1,1
1064,2,2,1,2,1,1
1065,2,2,1,2,1,1
1066,0,2,2,2,0,0
1067,0,2,2,2,0,0
1068,0,2,2,2,0,0
1069,0,2,2,2,0,0
1070,0,2,2,2,0,0
1071,0,2,2,2,0,0
1072,0,2,2,2,0,0
1073,0,2,2,2,0,0
1074,0,2,2,2,0,0
1075,0,2,2,2,0,0
1076,0,2,2,2,0,0
1077,0,2,2,2,0,0
1078,0,2,2,2,0,0
1079,0,2,2,2,0,0
1080,0,2,2,2,0,0
1081,0,2,2,2,0,0
1082,0,2,2,2,0,0
1083,0,2,2,2,0,0
1084,0,2,2,2,0,0
1085,0,2,2,2,0,0
1086,0,2,2,2,0,0
1087,0,2,2,2,0,0
1088,0,2,2,2,0,0
1089,0,2,2,2,0,0
1090,1,2,2,1,1,2
1091,0,2,2,2,0,0
1092,0,2,2,2,0,0
1093,0,2,2,2,0,0
1094,0,2,2,2,0,0
1095,0,2,2,2,0,0
1096,0,2,2,2,0,0
1097,0,2,2,2,0,0
1098,0,2,2,2,0,0
1099,0,2,2,2,0,0
1100,0,2,2,2,0,0
1101,0,2,2,2,0,0
1102,0,2,2,2,0,0
1103,0,2,2,2,0,0
1104,0,2,2,2,0,0
1105,0,2,2,2,0,0
1106,0,2,2,2,0,0
1107,0,2,2,2,0,0
1108,0,2,2,2,0,0
1109,0,2,2,2,0,0
1110,2,2,1,2,1,1
1111,2,2,1,2,1,1
1112,2,2,1,2,1,1
1113,2,2,1,2,1,1
1114,2,2,1,2,1,1
1115,2,2,1,2,1,1
1116,2,2,1,2,1,1
1117,2,2,1,2,1,1
1118,2,2,1,2,1,1
1119,2,2,1,2,1,1
1120,2,2,1,2,1,1
1121,2,2,1,2,1,1
1122,2,2,1,2,1,1
1123,2,2,1,2,1,1
1124,2,2,1,2,1,1
1125,2,2,1,2,1,1
1126,2,2,1,2,1,1
1127,2,2,1,2,1,1
1128,2,2,1,2,1,1
1129,2,2,1,2,1,1
1130,2,2,1,2,1,1
1131,2,2,1,2,1,1
1132,2,2,1,2,1,1
1133,2,2,1,2,1,1
1134,2,2,1,2,1,1
1135,2,2,1,2,1,1
1136,2,2,1,2,1,1
1137,2,2,1,2,1,1
1138,2,2,1,2,1,1
1139,2,2,1,2,1,1
1140,2,2,1,2,1,1
1141,0,2,2,2,0,0
1142,2,2,1,2,1,1
1143,0,2,2,2,0,0
1144,2,2,1,2,1,1
1145,2,2,1,2,1,1
1146,2,2,1,2,1,1
1147,2,2,1,2,1,1
1148,2,2,1,2,1,1
1149,0,2,2,2,0,0
1150,0,2,2,2,0,0
1151,0,2,2,2,0,0
1152,0,2,2,2,0,0
1153,0,2,2,2,0,0
1154,0,2,2,2,0,0
1155,2,2,1,2,1,1
1156,2,2,1,2,1,1
1157,2,2,1,2,1,1
1158,2,2,1,2,1,1
1159,2,2,1,2,1,1
1160,2,2,1,2,1,1
1161,2,2,1,2,1,1
1162,2,2,1,2,1,1
1163,2,2,1,2,1,1
1164,2,2,1,2,1,1
1165,2,2,1,2,1,1
1166,2,2,1,2,1,1
1167,2,2,1,2,1,1
1168,2,2,1,2,1,1
1169,2,2,1,2,1,1
1170,2,2,1,2,1,1
1171,2,2,1,2,1,1
1172,2,2,1,2,1,1
1173,2,2,1,2,1,1
1174,2,2,1,2,1,1
1175,2,2,1,2,1,1
1176,2,2,1,2,1,1
1177,0,2,2,2,0,0
1178,0,2,2,2,0,0
1179,0,2,2,2,0,0
1180,0,2,2,2,0,0
1181,0,2,2,2,0,0
1182,0,2,2,2,0,0
1183,0,2,2,2,0,0
1184,0,2,2,2,0,0
1185,0,2,2,2,0,0
1186,0,2,2,2,0,0
1187,0,2,2,2,0,0
1188,0,2,2,2,0,0
1189,0,2,2,2,0,0
1190,0,2,2,2,0,0
1191,0,2,2,2,0,0
1192,0,2,2,2,0,0
1193,0,2,2,2,0,0
1194,0,2,2,2,0,0
1195,0,2,2,2,0,0
1196,0,2,2,2,0,0
1197,0,2,2,2,0,0
1198,0,2,2,2,0,0
1199,0,2,2,2,0,0
1200,0,2,2,2,0,0
1201,0,2,2,2,0,0
1202,0,2,2,2,0,0
1203,0,2,2,2,0,0
1204,0,2,2,2,0,0
1205,0,2,2,2,0,0
1206,0,2,2,2,0,0
1207,0,2,2,2,0,0
1208,0,2,2,2,0,0
1209,0,2,2,2,0,0
1210,0,2,2,2,0,0
1211,0,2,2,2,0,0
1212,0,2,2,2,0,0
1213,0,2,2,2,0,0
1214,0,2,2,2,0,0
1215,0,2,2,2,0,0
1216,0,2,2,2,0,0
1217,0,2,2,2,0,0
1218,0,2,2,2,0,0
1219,0,2,2,2,0,0
1220,0,2,2,2,0,0
1221,0,2,2,2,0,0
1222,0,2,2,2,0,0
1223,0,2,2,2,0,0
1224,0,2,2,2,0,0
1225,0,2,2,2,0,0
1226,0,2,2,2,0,0
1227,0,2,2,2,0,0
1228,0,2,2,2,0,0
1229,0,2,2,2,0,0
1230,0,2,2,2,0,0
1231,0,2,2,2,0,0
1232,0,2,2,2,0,0
1233,0,2,2,2,0,0
1234,0,2,2,2,0,0
1235,0,2,2,2,0,0
1236,0,2,2,2,0,0
1237,0,2,2,2,0,0
1238,0,2,2,2,0,0
1239,0,2,2,2,0,0
1240,0,2,2,2,0,0
1241,0,2,2,2,0,0
1242,0,2,2,2,0,0
1243,0,2,2,2,0,0
1244,0,2,2,2,0,0
1245,0,2,2,2,0,0
1246,0,2,2,2,0,0
1247,0,2,2,2,0,0
1248,0,2,2,2,0,0
1249,0,2,2,2,0,0
1250,0,2,2,2,0,0
1251,0,2,2,2,0,0
1252,0,2,2,2,0,0
1253,0,2,2,2,0,0
1254,0,2,2,2,0,0
1255,0,2,2,2,0,0
1256,0,2,2,2,0,0
