CVX,FORD,GOOG,JPM,MSFT,WMT
79.0599975585937,2.02999997138977,15.6102390289307,42.8499984741211,30.9500007629395,54.2299995422363
79.620002746582,2,15.5414972305298,43.6800003051758,30.9599990844727,53.689998626709
79.629997253418,2.03999996185303,15.149715423584,43.9199981689453,30.7700004577637,53.5699996948242
79.3300018310547,2,14.7970371246338,44.7900009155273,30.4500007629395,53.5999984741211
79.4700012207031,1.96000003814697,14.9942979812622,44.6800003051758,30.6599998474121,53.3300018310547
80.879997253418,2.02999997138977,14.9716329574585,44.5299987792969,30.2700004577637,54.2099990844727
80.4100036621094,2.1800000667572,14.7068748474121,43.4900016784668,30.0699996948242,54.7299995422363
79.8000030517578,2.22000002861023,14.6224412918091,44.25,30.3500003814697,55.0099983215332
79.5500030517578,2.29999995231628,14.6911840438843,44.689998626709,30.9599990844727,54.2099990844727
79.2300033569336,2.35999989509583,14.4458532333374,43.6800003051758,30.8600006103516,53.6800003051758
79.6800003051758,2.33999991416931,14.6356420516968,43.2799987792969,31.1000003814697,54.0299987792969
78.1500015258789,2.26999998092651,14.4560651779175,43.4000015258789,30.5900001525879,53.8600006103516
76.2399978637695,2.21000003814697,14.5200748443604,40.5400009155273,30.0100002288818,52.9199981689453
74.5899963378906,2.20000004768372,13.6989030838013,39.1599998474121,28.9599990844727,52.939998626709
74.5500030517578,2.40000009536743,13.4495878219605,39.2099990844727,29.3199996948242,52.8800010681152
74.1500015258789,2.5,13.509861946106,38.439998626709,29.5,53.6100006103516
73.6999969482422,2.55999994277954,13.5018920898438,39.3300018310547,29.6700000762939,53.4000015258789
73.2399978637695,2.52999997138977,13.3073711395264,39.4799995422363,29.1599998474121,52.6100006103516
72.120002746582,2.45000004768372,13.1990270614624,38.939998626709,28.1800003051758,53.4300003051758
73.5800018310547,2.29999995231628,13.2757387161255,39.6300010681152,28.4099998474121,53.4799995422363
74.4499969482422,2.33999991416931,13.2284173965454,40.5499992370605,28.4599990844727,53.4900016784668
73.2099990844727,2.34999990463257,13.4700107574463,40.2900009155273,28.6299991607666,54.2700004577637
71.370002746582,2.25,13.120322227478,38.3499984741211,27.8400001525879,52.9700012207031
71.1800003051758,2.22000002861023,13.2326507568359,38.2999992370605,28.0200004577637,53.4500007629395
70.129997253418,2.25,13.2869472503662,37.7000007629395,27.7199993133545,52.9300003051758
71.3099975585938,2.34999990463257,13.3609199523926,38.3899993896484,28.0100002288818,53.25
70.75,2.36999988555908,13.3113555908203,38.8699989318848,27.9899997711182,53.2400016784668
71.7300033569336,2.4300000667572,13.3599243164063,39.0200004577637,28.1200008392334,53.0800018310547
71.0100021362305,2.38000011444092,13.2782297134399,38.9500007629395,27.9300003051758,52.9000015258789
72.9899978637695,2.42000007629395,13.4819660186768,40.0699996948242,28.3500003814697,53.560001373291
72.8399963378906,2.38000011444092,13.4050054550171,40.0400009155274,28.5900001525879,54.060001373291
73.620002746582,2.38000011444092,13.5297870635986,40.4099998474121,28.9699993133545,53.4700012207031
74.0500030517578,2.38000011444092,13.4685173034668,40.0299987792969,28.7700004577637,53.4900016784668
72.9599990844727,2.29999995231628,13.519326210022,40.8499984741211,28.7299995422363,53.8300018310547
72.0400009155273,2.21000003814697,13.3267984390259,39.8800010681152,28.3299999237061,53.6199989318848
72.3399963378906,2.25999999046326,13.2371339797974,40.8499984741211,28.6299991607666,53.9199981689453
72.1100006103516,2.20000004768372,13.1116037368774,40.6399993896484,28.6000003814697,54.1500015258789
72.3000030517578,2.25,13.1208200454712,41.9700012207031,28.6700000762939,54.0699996948242
72.8099975585937,2.26999998092651,13.2675199508667,41.8300018310547,29.0200004577637,53.9000015258789
73.3199996948242,2.27999997138977,13.4759893417358,41.6199989318848,28.4599990844727,53.5900001525879
73.129997253418,2.15000009536743,13.5820913314819,41.5299987792969,28.4599990844727,53.6599998474121
73.0800018310547,2.15000009536743,13.8129758834839,41.9199981689453,28.6299991607666,53.9599990844727
74.3000030517578,2.19000005722046,14.0525770187378,42.810001373291,28.5900001525879,54.1399993896484
74.6399993896484,2.29999995231628,14.0094890594482,42.5900001525879,28.6299991607666,54.1500015258789
74.3000030517578,2.27999997138977,13.9524526596069,42.4199981689453,28.7999992370605,54.060001373291
73.9599990844727,2.35999989509583,14.3574352264404,42.9300003051758,28.9699993133545,53.6300010681152
73.9899978637695,2.28999996185303,14.4742469787598,43.1800003051758,29.1800003051758,53.9700012207031
73.7200012207031,2.25999999046326,14.4343957901001,43.1500015258789,29.2700004577637,53.9000015258789
73.5699996948242,2.40000009536743,14.0269241333008,43.0699996948242,29.2900009155273,55.4199981689453
73.9800033569336,2.46000003814697,14.0772352218628,43.2400016784668,29.3700008392334,55.9900016784668
74.6699981689453,2.40000009536743,14.0862007141113,43.7900009155274,29.6299991607666,55.9199981689453
74.7600021362305,2.36999988555908,14.107123374939,43.6399993896484,29.6100006103516,55.939998626709
74.9800033569336,2.82999992370605,13.9477205276489,43.4500007629395,29.5900001525879,55.3400001525879
74.4599990844727,3,13.8854541778564,43.7400016784668,29.6000003814697,55.6199989318848
74.7699966430664,3.00999999046326,13.6737470626831,44.5800018310547,29.8799991607666,55.8899993896484
73.9300003051758,2.95000004768372,13.8812198638916,44.939998626709,29.6499996185303,55.5800018310547
73.8000030517578,3.0699999332428,14.0194520950317,44.939998626709,30.0100002288818,55.6100006103516
74.4300003051758,3.08999991416931,14.0147190093994,45.0200004577637,29.6599998474121,55.5099983215332
75.2300033569336,2.97000002861023,14.0087423324585,44.8600006103516,29.5900001525879,55.7400016784668
75.3000030517578,3.02999997138977,14.1148443222046,44.5800018310547,29.7700004577637,55.9099998474121
75.8300018310547,3.04999995231628,14.1250562667847,44.75,29.2900009155273,55.5999984741211
76.6900024414062,3.08999991416931,14.166898727417,45.1800003051758,29.1599998474121,55.4900016784668
77.6600036621094,3.21000003814697,14.2219429016113,45.3400001525879,29.2700004577637,55.4900016784668
77.879997253418,3.22000002861023,14.1524534225464,45.8400001525879,29.3199996948242,55.5299987792969
77.370002746582,3.27999997138977,14.0358896255493,45.3199996948242,29.3500003814697,55.2799987792969
77.6600036621094,3.22000002861023,14.1342706680298,45.7599983215332,29.9200000762939,55.3800010681152
79.5,3.28999996185303,14.1026401519775,45.9799995422363,30.3400001525879,55.0699996948242
80.4300003051758,3.33999991416931,14.2647819519043,46.1399993896484,30.3199996948242,55.0200004577637
80.2099990844727,3.47000002861023,14.6144714355469,45.8699989318848,30.4500007629395,54.7200012207031
80.5800018310547,3.45000004768372,14.6700134277344,47.7299995422363,30.8199996948242,54.6399993896484
81.5899963378906,3.32999992370605,14.82692527771,47.810001373291,30.8700008392334,54.1300010681152
80.75,3.25,13.7023897171021,45.5499992370605,30.6700000762939,54.1100006103516
81.3199996948242,3.09999990463257,13.7011451721191,45.3899993896484,31.0400009155273,54.3899993896484
82.0500030517578,3.0699999332428,13.8241844177246,45.8800010681152,31.3600006103516,54.5200004577637
81.9199981689453,3.01999998092651,13.8057527542114,45.3499984741211,31.3299999237061,54.4700012207031
81.1999969482422,3.04999995231628,13.6254291534424,44.7400016784668,31.3899993896484,54.4900016784668
82.6699981689453,3.05999994277954,13.5738716125488,44.939998626709,30.9599990844727,54.5299987792969
82.5899963378906,3.0699999332428,13.2413682937622,43.8899993896484,31.1100006103516,54.0400009155273
80.2300033569336,3.01999998092651,13.1771087646484,42.4099998474121,30.8500003814697,54.0400009155273
80.620002746582,3.05999994277954,13.180347442627,43.4599990844727,30.9099998474121,53.6100006103516
82.2900009155273,3.11999988555908,13.2503337860107,44,31,53.7000007629395
81.4400024414062,3.14000010490417,13.0934228897095,42.5800018310547,30.5400009155273,53.6399993896484
82.8300018310547,4.09999990463257,13.21546459198,43.5299987792969,30.8600006103516,53.7400016784668
80.7600021362305,3.76999998092651,12.6119766235352,42.4700012207031,30.1299991607666,54.0200004577637
80.1900024414062,4.05000019073486,12.6964111328125,42.6300010681152,29.8500003814697,54.7700004577637
77.1999969482422,3.66000008583069,12.4201955795288,40.810001373291,28.9799995422363,53.2299995422363
77.0999984741211,4.1399998664856,12.2824621200562,40.7599983215332,28.2099990844727,52.4000015258789
79.8899993896484,4.19000005722046,12.9925508499146,41.9500007629395,28.9400005340576,52.5800018310547
79.6999969482422,4.23000001907349,12.6787271499634,41.5499992370606,28.8799991607666,52.4599990844727
80.0599975585937,4.34999990463257,12.5875692367554,41.689998626709,29.4400005340576,52.4799995422363
78.9199981689453,4.57000017166138,12.7243061065674,40.810001373291,29.2399997711182,52.4000015258789
77.8300018310547,4.53000020980835,12.640869140625,39.8899993896484,28.9300003051758,52.1199989318848
77.7300033569336,4.53999996185303,12.6518278121948,39.8400001525879,28.9400005340576,52.7299995422363
76.8499984741211,4.42999982833862,12.4127235412598,39.0200004577637,28.6000003814697,53.7099990844727
76.5999984741211,4.21000003814697,12.3145923614502,39.3800010681152,28.2399997711182,53.0400009155273
73.5999984741211,3.86999988555908,11.8309049606323,37.8300018310547,27.1100006103516,51.2999992370605
74.4800033569336,4.25,11.7571811676025,40.0499992370605,26.8400001525879,51.3699989318848
73.4400024414063,4.38000011444092,11.8844537734985,38.6199989318848,26.2700004577637,51
72.5699996948242,4.59000015258789,11.882212638855,38.939998626709,26.0699996948242,50.2799987792969
71.5500030517578,5.30999994277954,11.8423624038696,38.7799987792969,25.0100002288818,50.0200004577637
74.3600006103516,5.30000019073486,12.2157125473022,40.4199981689453,26,50.7000007629395
73.870002746582,5.32999992370606,12.0954132080078,39.5800018310547,25.7999992370605,50.560001373291
72.2900009155273,4.92999982833862,12.0142183303833,38.5400009155273,25.8899993896484,50.9199981689453
74.129997253418,5.19999980926514,12.2881908416748,39.5499992370605,26.4599990844727,51.7200012207031
73.9100036621094,4.57000017166138,12.5927991867065,39.0999984741211,26.8600006103516,51.7200012207031
71.2799987792969,4.86999988555908,12.421441078186,37.6199989318848,25.7900009155273,50.4000015258789
71.3499984741211,5.03999996185303,12.0926742553711,36.7200012207031,25.2900009155273,50.7400016784668
71.0199966430664,4.59000015258789,12.0742425918579,37.7799987792969,25.1100006103516,50.7799987792969
70.7900009155273,4.53999996185303,11.8062467575073,37.1199989318848,24.7900009155273,50.9900016784668
74.1699981689453,4.55000019073486,12.1297845840454,38.2900009155273,25,51.2200012207031
74.0599975585937,4.65999984741211,12.1668949127197,38.0900001525879,25.6599998474121,50.8600006103516
74.1800003051758,4.80000019073486,12.0346412658691,37.3300018310547,25.5,51.2400016784668
75.2300033569336,4.67999982833862,12.4032602310181,38.25,26.5799999237061,51.6399993896484
74.9499969482422,4.67999982833862,12.4849529266357,38.5200004577637,26.3199996948242,50.9799995422363
75.3199996948242,4.34000015258789,12.4553136825562,38.439998626709,26.3700008392334,51.4099998474121
