,Actions0,Actions1,Actions2,Actions3,Actions4,Actions5
988,0,2,2,2,2,0
989,0,2,2,2,2,0
990,0,2,2,2,2,0
991,0,2,1,2,0,1
992,0,2,2,2,2,0
993,0,2,2,2,2,0
994,0,2,2,2,2,0
995,0,2,2,2,2,0
996,0,2,2,2,2,0
997,0,2,2,2,2,0
998,0,2,2,2,2,0
999,0,2,2,2,2,0
1000,0,2,2,2,2,0
1001,0,2,2,2,2,0
1002,0,2,2,2,2,0
1003,0,2,2,2,2,0
1004,0,2,2,2,2,0
1005,0,2,2,2,2,0
1006,0,2,2,2,2,0
1007,0,2,2,2,2,0
1008,0,2,2,2,2,0
1009,0,2,2,2,2,0
1010,0,2,2,2,2,0
1011,0,2,2,2,2,0
1012,0,2,2,2,2,0
1013,0,2,2,2,2,0
1014,0,2,2,2,2,0
1015,0,2,2,2,2,0
1016,0,2,2,2,2,0
1017,0,2,2,2,2,0
1018,0,2,2,2,2,0
1019,0,2,2,2,2,0
1020,0,2,2,2,2,0
1021,0,2,2,2,2,0
1022,0,2,2,2,2,0
1023,0,2,2,2,2,0
1024,0,2,2,2,2,0
1025,0,2,2,2,2,0
1026,0,2,2,2,2,0
1027,0,2,2,2,2,0
1028,0,2,2,2,2,0
1029,0,2,2,2,2,0
1030,0,2,2,2,2,0
1031,0,2,2,2,2,0
1032,0,2,2,2,2,0
1033,0,2,2,2,2,0
1034,0,2,2,2,2,0
1035,0,2,2,2,2,0
1036,0,2,2,2,2,0
1037,0,2,2,2,2,0
1038,0,2,2,2,2,0
1039,0,2,2,2,2,0
1040,0,2,2,2,2,0
1041,0,2,2,2,2,0
1042,0,2,2,2,2,0
1043,0,2,2,2,2,0
1044,0,2,2,2,2,0
1045,0,2,2,2,2,0
1046,0,2,2,2,2,0
1047,0,2,2,2,2,0
1048,0,2,2,2,2,0
1049,0,2,2,2,2,0
1050,0,2,2,2,2,0
1051,0,2,2,2,2,0
1052,0,2,2,2,2,0
1053,0,2,2,2,2,0
1054,0,2,2,2,2,0
1055,0,2,2,2,2,0
1056,0,2,2,2,2,0
1057,0,2,2,2,2,0
1058,0,2,2,2,2,0
1059,0,2,2,2,2,0
1060,0,2,2,2,2,0
1061,0,2,2,2,2,0
1062,0,2,2,2,2,0
1063,0,2,2,2,2,0
1064,0,2,2,2,2,0
1065,0,2,2,2,2,0
1066,0,2,2,2,2,0
1067,0,2,2,2,2,0
1068,0,2,2,2,2,0
1069,0,2,2,2,2,0
1070,0,2,2,2,2,0
1071,0,2,2,2,2,0
1072,0,2,2,2,2,0
1073,0,2,2,2,2,0
1074,0,2,2,2,2,0
1075,0,2,2,2,2,0
1076,0,2,2,2,2,0
1077,0,2,2,2,2,0
1078,0,2,2,2,2,0
1079,0,2,2,2,2,0
1080,0,2,2,2,2,0
1081,0,2,2,2,2,0
1082,0,2,2,2,2,0
1083,0,2,2,2,2,0
1084,0,2,2,2,2,0
1085,0,2,2,2,2,0
1086,0,2,2,2,2,0
1087,0,2,2,2,2,0
1088,0,2,2,2,2,0
1089,0,2,2,2,2,0
1090,0,2,2,2,2,0
1091,0,2,2,2,2,0
1092,0,2,2,2,2,0
1093,0,2,2,2,2,0
1094,0,2,2,2,2,0
1095,0,2,2,2,2,0
1096,0,2,2,2,2,0
1097,0,2,2,2,2,0
1098,0,2,2,2,2,0
1099,0,2,2,2,2,0
1100,0,2,2,2,2,0
1101,0,2,2,2,2,0
1102,0,2,2,2,2,0
1103,0,2,2,2,2,0
1104,0,2,2,2,2,0
1105,0,2,2,2,2,0
1106,0,2,2,2,2,0
1107,0,2,2,2,2,0
1108,0,2,2,2,2,0
1109,0,2,2,2,2,0
1110,0,2,2,2,2,0
1111,0,2,2,2,2,0
1112,0,2,2,2,2,0
1113,0,2,2,2,2,0
1114,0,2,2,2,2,0
1115,0,2,2,2,2,0
1116,0,2,2,2,2,0
1117,0,2,2,2,2,0
1118,0,2,2,2,2,0
1119,0,2,2,2,2,0
1120,0,2,2,2,2,0
1121,0,2,2,2,2,0
1122,0,2,2,2,2,0
1123,0,2,2,2,2,0
1124,0,2,2,2,2,0
1125,0,2,2,2,2,0
1126,0,2,2,2,2,0
1127,0,2,2,2,2,0
1128,0,2,2,2,2,0
1129,0,2,2,2,2,0
1130,0,2,2,2,2,0
1131,0,2,2,2,2,0
1132,0,2,2,2,2,0
1133,0,2,2,2,2,0
1134,0,2,2,2,2,0
1135,0,2,2,2,2,0
1136,0,2,2,2,2,0
1137,0,2,2,2,2,0
1138,0,2,2,2,2,0
1139,0,2,2,2,2,0
1140,0,2,2,2,2,0
1141,0,2,2,2,2,0
1142,0,2,2,2,2,0
1143,0,2,2,2,2,0
1144,0,2,2,2,2,0
1145,0,2,2,2,2,0
1146,0,2,2,2,2,0
1147,0,2,2,2,2,0
1148,0,2,2,2,2,0
1149,0,2,2,2,2,0
1150,0,2,2,2,2,0
1151,0,2,2,2,2,0
1152,0,2,2,2,2,0
1153,0,2,2,2,2,0
1154,0,2,2,2,2,0
1155,0,2,2,2,2,0
1156,0,2,2,2,2,0
1157,0,2,2,2,2,0
1158,0,2,2,2,2,0
1159,0,2,2,2,2,0
1160,0,2,2,2,2,0
1161,0,2,2,2,2,0
1162,0,2,2,2,2,0
1163,0,2,2,2,2,0
1164,0,2,2,2,2,0
1165,0,2,2,2,2,0
1166,0,2,2,2,2,0
1167,0,2,2,2,2,0
1168,0,2,2,2,2,0
1169,0,2,2,2,2,0
1170,0,2,2,2,2,0
1171,1,1,0,1,2,2
1172,0,2,2,2,2,0
1173,0,2,2,2,2,0
1174,0,2,2,2,2,0
1175,0,2,2,2,2,0
1176,0,2,2,2,2,0
1177,0,2,2,2,2,0
1178,0,2,2,2,2,0
1179,0,2,2,2,2,0
1180,0,2,2,2,2,0
1181,0,2,2,2,2,0
1182,0,2,2,2,2,0
1183,0,2,2,2,2,0
1184,0,2,2,2,2,0
1185,0,2,2,2,2,0
1186,0,2,2,2,2,0
1187,0,2,2,2,2,0
1188,0,2,2,2,2,0
1189,0,2,2,2,2,0
1190,0,2,2,2,2,0
1191,0,2,2,2,2,0
1192,0,2,2,2,2,0
1193,0,2,2,2,2,0
1194,0,2,2,2,2,0
1195,0,2,2,2,2,0
1196,0,2,2,2,2,0
1197,0,2,2,2,2,0
1198,0,2,2,2,2,0
1199,2,1,2,0,1,0
1200,2,2,2,0,2,2
1201,2,2,2,0,2,2
1202,2,2,2,0,2,2
1203,2,2,2,0,2,2
1204,2,2,2,0,2,2
1205,2,2,2,0,2,2
1206,2,2,2,0,2,2
1207,2,2,2,0,2,2
1208,2,2,2,0,2,2
1209,2,2,2,0,2,2
1210,2,2,2,0,2,2
1211,2,2,2,0,2,2
1212,2,2,2,0,2,2
1213,2,2,2,0,2,2
1214,2,2,2,0,2,2
1215,2,2,2,0,2,2
1216,2,2,2,0,2,2
1217,2,2,2,0,2,2
1218,2,2,2,0,2,2
1219,2,2,2,0,2,2
1220,2,2,2,0,2,2
1221,2,2,2,0,2,2
1222,2,2,2,0,2,2
1223,2,2,2,0,2,2
1224,2,2,2,0,2,2
1225,2,2,2,0,2,2
1226,2,2,2,0,2,2
1227,2,2,2,0,2,2
1228,2,2,2,0,2,2
1229,2,2,2,0,2,2
1230,2,2,2,0,2,2
1231,0,2,2,2,2,0
1232,0,2,2,2,2,0
1233,0,2,2,2,2,0
1234,1,0,0,1,1,1
1235,0,2,2,2,2,0
1236,0,2,2,2,2,0
1237,0,2,2,2,2,0
1238,0,2,2,2,2,0
1239,0,2,2,2,2,0
1240,0,2,2,2,2,0
1241,0,2,2,2,2,0
1242,0,2,2,2,2,0
1243,0,2,2,2,2,0
1244,0,2,2,2,2,0
1245,0,2,2,2,2,0
1246,0,2,2,2,2,0
1247,0,2,2,2,2,0
1248,0,2,2,2,2,0
1249,0,2,2,2,2,0
1250,0,2,2,2,2,0
1251,0,2,2,2,2,0
1252,0,2,2,2,2,0
1253,0,2,2,2,2,0
1254,0,2,2,2,2,0
1255,0,2,2,2,2,0
